,path,sentence
961,wavs/common_voice_th_26205578.wav,ปากคนยาวกว่าปากกา
963,wavs/common_voice_th_26205603.wav,โดรนนักล่าที่ติดตั้งขีปนาวุธล่องเรือหลายลำถูกยกขึ้น
964,wavs/common_voice_th_26205611.wav,จี เจ สตีล
966,wavs/common_voice_th_26205621.wav,ปากโป้ง
967,wavs/common_voice_th_26205624.wav,เอาจมูกคนอื่นมาหายใจ
968,wavs/common_voice_th_26205625.wav,เมเจอร์ ซีนีเพล็กซ์ กรุ้ป
975,wavs/common_voice_th_26205656.wav,พุ่มไม้เจริญเติบโตในสวนหลังจากที่ครอบครัวออกจากเมืองไปแล้ว
976,wavs/common_voice_th_26205657.wav,นิ้วไหนร้ายก็ตัดนิ้วนั้น
977,wavs/common_voice_th_26205659.wav,สร้างความตระหนักรู้
980,wavs/common_voice_th_26205678.wav,เอ็นอาร์ อินสแตนท์ โปรดิวซ์
983,wavs/common_voice_th_26205691.wav,คอมเซเว่น
986,wavs/common_voice_th_26205701.wav,ตีขลุม
987,wavs/common_voice_th_26205704.wav,วิวจากโต๊ะนี้ดีที่สุดในสามโลก
988,wavs/common_voice_th_26205730.wav,ห้างหุ้นส่วนจำกัด ขุนดำ
993,wavs/common_voice_th_26216494.wav,ภายใต้กรอบความร่วมมือ
994,wavs/common_voice_th_26216499.wav,โซลาร์ตรอน
996,wavs/common_voice_th_26216509.wav,โตเกียวเมโทรสายโทไซ
1001,wavs/common_voice_th_26216539.wav,รถลุงแกใหม่กริ๊บเลยแฮะ
1003,wavs/common_voice_th_26216549.wav,ขนมพอสมน้ำยา
1005,wavs/common_voice_th_26216566.wav,น้ำท่วมหลังเป็ด
1008,wavs/common_voice_th_26216580.wav,เอส เอ็น ซี ฟอร์เมอร์
1010,wavs/common_voice_th_26216582.wav,ถือว่าได้กรอกเอกสารจนครบทุกช่องแล้ว
1011,wavs/common_voice_th_26216595.wav,ทุกคนมาช่วยกันโหวต แสดงความคิดเห็น
1012,wavs/common_voice_th_26216596.wav,ไม่มีทิศตะวันออก
1014,wavs/common_voice_th_26216598.wav,โอ่ย เบื่อ เซ็ง
1016,wavs/common_voice_th_26216608.wav,หลังจากที่ฟิวส์หลอมละลายห้องได้รับแสงสว่างจากเทียนเท่านั้น
1017,wavs/common_voice_th_26216625.wav,เอเพ็กซ์ ดีเวลลอปเม้นท์
1019,wavs/common_voice_th_26216629.wav,นี่เป็นองค์กรอาสาสมัคร ไม่ใช่สมาคมสังสรรค์
1020,wavs/common_voice_th_26216635.wav,แล้ว ใช้ทริค นิดหน่อย
1023,wavs/common_voice_th_26216645.wav,ทีคิวเอ็ม คอร์ปอเรชั่น
1028,wavs/common_voice_th_26216664.wav,เอ็มเค เรสโตรองต์ กรุ๊ป
1031,wavs/common_voice_th_26216720.wav,เอเซียเสริมกิจลีสซิ่ง
1032,wavs/common_voice_th_26216721.wav,จนมุม
1033,wavs/common_voice_th_26216744.wav,บจกตวันเยี่ยม
1034,wavs/common_voice_th_26216748.wav,หน้าสิ่วหน้าขวาน
1035,wavs/common_voice_th_26216750.wav,มีนาคม
1038,wavs/common_voice_th_26216777.wav,กรุงเทพประกันชีวิต
1051,wavs/common_voice_th_25646195.wav,ร้านหัวมุมถูกปล้นเมื่อคืน
1054,wavs/common_voice_th_25646262.wav,ลิซเอาดอกไม้ใส่ลงในแจกันแก้ว
1055,wavs/common_voice_th_25646279.wav,ริซอตโต้สูตรซอสมะเขือเทศ
1065,wavs/common_voice_th_25631360.wav,หลังคาเอียงลงในทุกทิศทาง
1069,wavs/common_voice_th_25631535.wav,ที่กินที่เที่ยว
1070,wavs/common_voice_th_25631553.wav,คอมพิวเตอร์เครื่องนี้ติดไวรัส
1078,wavs/common_voice_th_25648191.wav,โลกหมุนรอบตัวเองหนึ่งรอบใช้เวลาหนึ่งวัน
1079,wavs/common_voice_th_25703887.wav,เปิดระดับเสียงให้ถึงสิบเอ็ด
1085,wavs/common_voice_th_23900734.wav,ไส้กรอกพวกนี้อร่อยมาก ๆ
1087,wavs/common_voice_th_23900786.wav,เพลงนั้น ในขณะที่ทางเทคนิคแล้วเป็นเพลงวอลทซ์ ก็ฟังแล้วเหมือนคนเมาเล่นทูบาที่เข้าไปเล่นในส่วนเครื่องเคาะจังหวะของวงออร์เคสตร้า
1088,wavs/common_voice_th_23900805.wav,พลอยปลอมส่องประกายมากแต่มีราคาน้อย
1094,wavs/common_voice_th_25660006.wav,ปู่กับย่าคอยเป็นกำลังใจให้เสมอ
1097,wavs/common_voice_th_25304447.wav,เรียล
1101,wavs/common_voice_th_25646070.wav,จะแช่แข็งผลไม้กับพวกผักยังไง
1106,wavs/common_voice_th_25646239.wav,ใช่แล้ว
1112,wavs/common_voice_th_25906258.wav,แค่นั้นแหละชายชราพยักหน้า
1115,wavs/common_voice_th_25906262.wav,พรุ่งนี้เช้ารถไฟจะถึงเมื่อไหร่
1130,wavs/common_voice_th_25906311.wav,จูจิซูเป็นศิลปะป้องกันตัว
1150,wavs/common_voice_th_25912378.wav,โปรดอย่าโยนพิซซ่าซาลามี่ออกไป
1151,wavs/common_voice_th_25677395.wav,หลังจากฉับกลับแล้ว มีเรื่องอะไรเกิดขึ้นอีกบ้าง
1160,wavs/common_voice_th_23670427.wav,เมื่อไหร่รถไฟฟ้าความเร็วสูงจะเสร็จสักที
1162,wavs/common_voice_th_24736593.wav,ไฟลวกหมาจิ้งจอก
1165,wavs/common_voice_th_26056441.wav,คว้าน้ำเหลว
1166,wavs/common_voice_th_26056443.wav,ในภาษาอังกฤษใช้คำว่า
1172,wavs/common_voice_th_26056489.wav,วัดรอยเท้า
1175,wavs/common_voice_th_26056572.wav,ห่านี่ก็พร่ำเพ้อมาสองวันละ
1177,wavs/common_voice_th_26056574.wav,แลกแบงค์นี่ถ้าไม่ได้เรทพนักงาน ก็จงมาแลกซุปเปอร์ริชเถิด
1182,wavs/common_voice_th_26056610.wav,ลามะลิลา ขึ้นต้นเป็นมะลิซ้อน พอแตกใบอ่อน กลายเป็นอะไร
1192,wavs/common_voice_th_26056640.wav,อาตี๋ อาเฮียลื้อหายไปไหน
1193,wavs/common_voice_th_26056641.wav,แล้วครอบครัวไหนล่ะ
1194,wavs/common_voice_th_26056642.wav,เคเบิล
1197,wavs/common_voice_th_26509096.wav,ทางวิทยาศาสตร์
1201,wavs/common_voice_th_26509165.wav,สาธารณประโยชน์
1204,wavs/common_voice_th_26509168.wav,ใช้ทำอะไรก็ได้
1205,wavs/common_voice_th_26509169.wav,ทำไมมดแดงต้องกระโดดถีบ
1206,wavs/common_voice_th_26509203.wav,ตอนนี้ แม้จะมีเงิน
1210,wavs/common_voice_th_26509208.wav,คีมปากจิ้งจก
1212,wavs/common_voice_th_26509254.wav,แจกเงินอีกแล้ว
1213,wavs/common_voice_th_26509256.wav,ผ่อนหนักเป็นเบา
1216,wavs/common_voice_th_26509293.wav,กระดูกสันหลัง
1217,wavs/common_voice_th_26509294.wav,รหัสผ่านต้องมีสัญลักษณ์พิเศษ
1218,wavs/common_voice_th_26509295.wav,ตัวอักษรสามตัว
1225,wavs/common_voice_th_26509385.wav,บ้านเกิดเมืองนอน
1226,wavs/common_voice_th_26509386.wav,ดูแล้วฟิล์มน่าจะเสีย
1227,wavs/common_voice_th_26509387.wav,สำนักพิมพ์กำมะหยี่
1228,wavs/common_voice_th_26509388.wav,ตามความเร่งด่วน
1230,wavs/common_voice_th_26509415.wav,เล็บครุฑ  พนมเทียน
1231,wavs/common_voice_th_26509416.wav,ตั้งนาฬิกาปลุก
1232,wavs/common_voice_th_26509417.wav,อาวุธยุทโธปกรณ์
1234,wavs/common_voice_th_26509420.wav,ลากหนามจุกช่อง
1240,wavs/common_voice_th_26509491.wav,นึ่งหม้อเกลือ
1241,wavs/common_voice_th_26509492.wav,ประแจ
1242,wavs/common_voice_th_26509493.wav,ลูบหน้าลูบหลัง
1245,wavs/common_voice_th_26509560.wav,รูปเฮียซ้งประดับบนฝาบ้าน
1248,wavs/common_voice_th_26509653.wav,อยากรู้อยากเห็น
1250,wavs/common_voice_th_26509655.wav,เป็นบ้าเป็นหลัง
1254,wavs/common_voice_th_26509706.wav,สกรูปลายสว่าน
1255,wavs/common_voice_th_26509707.wav,เบี่ยงประเด็น
1261,wavs/common_voice_th_25645017.wav,สิ่งที่ต้องรู้สึก
1265,wavs/common_voice_th_25645274.wav,สอง
1273,wavs/common_voice_th_25901529.wav,หน้าจอก่อนเกิดไฟไหม้มีประกายไฟขึ้นมา
1290,wavs/common_voice_th_25901707.wav,โอกาสเป็นสิ่งที่ดี
1294,wavs/common_voice_th_25901718.wav,ตอนนี้แม่ปลอดภัยไหม 
1302,wavs/common_voice_th_25905948.wav,ไปดิสนี่แลนด์ด้วยกันเถอะ
1307,wavs/common_voice_th_25911679.wav,โยนความคิดนี้ทิ้งไปได้เลย
1310,wavs/common_voice_th_25911703.wav,สำนักงานใหญ่มาสามารถเข้าถึงสาธารณะได้ระหว่างในสัปดาห์
